order_size,slippage,slippage_std,sample_count
1,0.005500000000000149,0.0015152288168283137,50
2,0.005600000000000165,0.0016413036132966598,50
3,0.005633333333333503,0.0017460678206952737,50
4,0.005650000000000155,0.0018077215335491825,50
5,0.0056600000000001675,0.0018473367481931814,50
6,0.005666666666666807,0.0018747637795266372,50
7,0.005671428571428727,0.0018948295460929122,50
8,0.005675000000000132,0.0019101300842548523,50
9,0.0056777777777779195,0.0019221756905225052,50
10,0.005680000000000121,0.0019319018862144425,50
11,0.005681818181818308,0.001939918083933677,50
12,0.005683333333333458,0.0019466378946713034,50
13,0.005684615384615519,0.001952351744347142,50
14,0.005685714285714418,0.0019572694730382438,50
15,0.0056866666666667955,0.0019615464305218063,50
16,0.005687500000000156,0.001965300062772872,50
17,0.005688235294117803,0.001968620794920355,50
18,0.005688888888889032,0.0019715793720919994,50
19,0.0056894736842106755,0.0019742319325931055,50
20,0.0056900000000001325,0.0019766235899448515,50
21,0.005690476190476339,0.0019787910108431572,50
22,0.005690909090909244,0.001980764302517801,50
23,0.005691304347826218,0.0019825684159733787,50
24,0.005691666666666784,0.001984224203967292,50
25,0.005692000000000128,0.00198574922888059,50
26,0.00569230769230785,0.001987158386816046,50
27,0.005692592592592725,0.0019884643948931474,50
28,0.005692857142857264,0.001989678175480204,50
29,0.0056931034482759916,0.001990809161917051,50
30,0.00569333333333347,0.001991865543823482,50
31,0.005693548387096925,0.0019928544654728214,50
32,0.005693750000000151,0.001993782187380195,50
33,0.0056939393939395445,0.0019946542188238273,50
34,0.0056941176470589735,0.001995475427219595,50
35,0.0056942857142858825,0.001996250128931761,50
36,0.005694444444444606,0.001996982165093156,50
37,0.005694594594594768,0.001997674965245283,50
38,0.005694736842105428,0.0019983316010190252,50
39,0.005694871794871936,0.00199895483163013,50
40,0.0056950000000001565,0.0019995471426076917,50
41,0.005695121951219661,0.002000110778901015,50
42,0.00569523809523826,0.0020006477732964693,50
43,0.00569534883720948,0.0020011599708984465,50
44,0.005695454545454694,0.0020016490502983287,50
45,0.005695555555555707,0.0020021165419421903,50
46,0.005695652173913217,0.0020025638441186224,50
47,0.00569574468085122,0.002002992236920895,50
48,0.005695833333333482,0.0020034028944764474,50
49,0.005695918367347091,0.00200379689568761,50
50,0.005696000000000154,0.0020041752336927223,50
51,0.005696078431372697,0.002004538824221257,50
52,0.005696153846153997,0.002004888512991006,50
53,0.005696226415094508,0.0020052250822727566,50
54,0.005696296296296453,0.0020055492567299356,50
55,0.00569636363636377,0.002005861708625624,50
56,0.005696428571428705,0.0020061630624742584,50
57,0.005696491228070322,0.002006453899206404,50
58,0.005696551724138104,0.002006734759905522,50
59,0.005696610169491692,0.0020070061491663867,50
60,0.005696666666666807,0.0020072685381201673,50
61,0.005696721311475556,0.0020075223671629752,50
62,0.005696774193548535,0.002007768048421267,50
63,0.005696825396825531,0.002008005967984678,50
64,0.005696875000000148,0.0020082364879302197,50
65,0.005696923076923213,0.00200845994815976,50
66,0.005696969696969844,0.002008676668072813,50
67,0.0056970149253733025,0.002008886948088611,50
68,0.005697058823529559,0.0020090910710353774,50
69,0.005697101449275515,0.002009289303419906,50
70,0.005697142857143014,0.0020094818965872164,50
71,0.005697183098591694,0.002009669087783998,50
72,0.005697222222222358,0.002009851101133522,50
73,0.005697260273972766,0.0020100281485305556,50
74,0.005697297297297439,0.0020102004304634914,50
75,0.005697333333333496,0.0020103681367729595,50
76,0.005697368421052787,0.0020105314473479008,50
77,0.0056974025974027495,0.0020106905327703863,50
78,0.005697435897436023,0.002010845554909041,50
79,0.0056974683544305195,0.0020109966674690897,50
80,0.005697500000000133,0.0020111440164995607,50
81,0.005697530864197695,0.0020112877408651965,50
82,0.005697560975609904,0.0020114279726816536,50
83,0.005697590361445926,0.002011564837721867,50
84,0.00569761904761922,0.0020116984557913753,50
85,0.005697647058823705,0.002011828941077833,50
86,0.0056976744186047765,0.0020119564024769962,50
87,0.005697701149425427,0.002012080943896269,50
88,0.00569772727272742,0.0020122026645356364,50
89,0.005697752808988916,0.002012321659152381,50
