order_size,slippage,slippage_std,sample_count
1,0.005600000000000058,0.0016413036132965886,50
2,0.005600000000000058,0.0016413036132965886,50
3,0.005600000000000094,0.0016413036132965756,50
4,0.005600000000000058,0.0016413036132965886,50
5,0.005600000000000058,0.0016413036132965886,50
6,0.005600000000000094,0.0016413036132965756,50
7,0.005600000000000058,0.0016413036132965886,50
8,0.005600000000000058,0.0016413036132965886,50
9,0.005600000000000094,0.0016413036132965756,50
10,0.005600000000000058,0.0016413036132965886,50
11,0.005600000000000058,0.0016413036132965886,50
12,0.005600000000000094,0.0016413036132965756,50
13,0.005600000000000058,0.0016413036132965886,50
14,0.005600000000000058,0.0016413036132965886,50
15,0.005600000000000058,0.0016413036132965886,50
16,0.005600000000000058,0.0016413036132965886,50
17,0.0056000000000000225,0.0016413036132966023,50
18,0.005600000000000094,0.0016413036132965756,50
19,0.005600000000000058,0.0016413036132965886,50
20,0.005600000000000058,0.0016413036132965886,50
21,0.005600000000000094,0.0016413036132965756,50
22,0.005600000000000058,0.0016413036132965886,50
23,0.005600000000000058,0.0016413036132965886,50
24,0.005600000000000094,0.0016413036132965756,50
25,0.005600000000000058,0.0016413036132965886,50
26,0.005600000000000058,0.0016413036132965886,50
27,0.0056000000000000225,0.0016413036132966023,50
28,0.005600000000000058,0.0016413036132965886,50
29,0.005600000000000058,0.0016413036132965886,50
30,0.005600000000000058,0.0016413036132965886,50
31,0.005600000000000058,0.0016413036132965886,50
32,0.005600000000000058,0.0016413036132965886,50
33,0.005600000000000058,0.0016413036132965886,50
34,0.0056000000000000225,0.0016413036132966023,50
35,0.0056000000000000225,0.0016413036132966023,50
36,0.005600000000000094,0.0016413036132965756,50
37,0.005600000000000058,0.0016413036132965886,50
38,0.005600000000000058,0.0016413036132965886,50
39,0.005600000000000058,0.0016413036132965886,50
40,0.005600000000000058,0.0016413036132965886,50
41,0.0056000000000000225,0.0016413036132966023,50
42,0.005600000000000094,0.0016413036132965756,50
43,0.005600000000000058,0.0016413036132965886,50
44,0.005600000000000058,0.0016413036132965886,50
45,0.005600000000000058,0.0016413036132965886,50
46,0.005600000000000058,0.0016413036132965886,50
47,0.005604255319148983,0.0016399915680262419,50
48,0.00560833333333342,0.001639251564467754,50
49,0.005612244897959258,0.0016390182045111384,50
50,0.005616000000000057,0.0016392332702473333,50
51,0.005619607843137331,0.0016398449081555559,50
52,0.00562307692307698,0.0016408069091536934,50
53,0.0056264150943396984,0.0016420780730501123,50
54,0.005629629629629668,0.001643621647302592,50
55,0.005632727272727322,0.0016454048311968549,50
56,0.0056357142857143576,0.0016473983376217628,50
