order_size,slippage,slippage_std,sample_count
1,0.05470000000000006,0.1346628821789237,50
2,0.05510000000000012,0.13458738910508083,50
3,0.05536666666666654,0.13454647512385387,50
4,0.05555000000000007,0.13451470786740402,50
5,0.05574000000000012,0.13448098416520002,50
6,0.056000000000000154,0.1344304353564074,50
7,0.05635714285714258,0.1343557327846922,50
8,0.05662500000000023,0.13430429440229355,50
9,0.056833333333333444,0.1342670091854504,50
10,0.05699999999999996,0.13423889761411567,50
11,0.05719090909090916,0.13420664763913387,50
12,0.05735000000000007,0.13418073509711317,50
13,0.05748461538461548,0.13415949289060802,50
14,0.05759999999999977,0.13414178441372251,50
15,0.05770000000000003,0.134126809899389,50
16,0.0579375000000001,0.1341019859432684,50
17,0.05814705882352918,0.1340856995552628,50
18,0.05833333333333343,0.13407564528881397,50
19,0.05854210526315832,0.13406285140169935,50
20,0.0587300000000004,0.13405444408743705,50
21,0.05896666666666668,0.13403807409827073,50
22,0.0591818181818185,0.13402657177959912,50
23,0.05937826086956598,0.13401888131663212,50
24,0.05958333333333329,0.13400735777850176,50
25,0.05977200000000053,0.13399879993370628,50
26,0.05994615384615415,0.1339926391701017,50
27,0.06010740740740765,0.13398842331057817,50
28,0.06026428571428532,0.13398333787914754,50
29,0.060410344827586046,0.13397971512014573,50
30,0.060546666666666624,0.13397730135702676,50
31,0.06068064516129027,0.13397438952647753,50
32,0.06080624999999991,0.13397240488045117,50
33,0.060924242424243005,0.13397119746690614,50
34,0.06103529411764669,0.1339706424611447,50
35,0.06114000000000026,0.1339706355400519,50
36,0.061238888888889134,0.13397108919458986,50
37,0.061332432432431784,0.13397192977237976,50
38,0.06142105263157916,0.1339730950922773,50
39,0.0615051282051283,0.1339745325099839,50
40,0.06158499999999982,0.13397619734147406,50
41,0.061660975609755725,0.13397805157189818,50
42,0.061733333333333175,0.13398006279352076,50
43,0.061802325581395576,0.1339822033283181,50
44,0.06186818181818204,0.13398444950021818,50
45,0.061953333333333235,0.1339826763657808,50
46,0.062034782608696236,0.13398124365263941,50
47,0.062121276595744984,0.13398039659509406,50
48,0.062204166666666436,0.13397987172252993,50
49,0.06228367346938832,0.13397963210618988,50
50,0.06236000000000004,0.13397964511866134,50
51,0.06248431372549021,0.13424223058688411,50
52,0.06260769230769249,0.13449546216985203,50
53,0.06272641509433974,0.1347393510941399,50
54,0.06285185185185177,0.13497120123074283,50
55,0.06297272727272762,0.13519483919058442,50
56,0.06309285714285692,0.13540969367666286,50
57,0.06320877192982444,0.13561720214654122,50
58,0.06332068965517251,0.13581773394548066,50
59,0.06342881355932221,0.13601163414402506,50
60,0.06353666666666684,0.13619951389426505,50
61,0.06364098360655766,0.1363813998293629,50
62,0.06374193548387112,0.13655757343949715,50
63,0.06383968253968242,0.13672829891635183,50
64,0.06393437499999984,0.1368938244571529,50
65,0.06402615384615401,0.13705438345295154,50
66,0.06411515151515196,0.13721019557291408,50
67,0.06420149253731366,0.1373614677550397,50
68,0.06428823529411744,0.1375078281277569,50
69,0.06437536231884082,0.13764935722156665,50
70,0.06446000000000054,0.13778695713317102,50
71,0.06454225352112729,0.1379207887904638,50
72,0.06462222222222223,0.13805100447838348,50
73,0.06470000000000041,0.13817774840950975,50
74,0.06477567567567483,0.13830115725021502,50
75,0.06484933333333345,0.13842136060633448,50
76,0.06492105263157946,0.13853848147193645,50
77,0.0649909090909091,0.13865263664440508,50
78,0.06505897435897424,0.1387639371087432,50
79,0.0651253164556968,0.13887248839370953,50
80,0.06519000000000005,0.13897839090216557,50
81,0.06525308641975329,0.13908174021778175,50
82,0.0653146341463414,0.1391826273900373,50
83,0.06537469879518085,0.13928113919929033,50
84,0.06543333333333372,0.139377358403511,50
85,0.06549058823529436,0.13947136396814627,50
86,0.06554651162790755,0.13956323128043294,50
87,0.0656011494252877,0.13965303234938028,50
88,0.06565454545454578,0.13974083599251128,50
89,0.06570674157303401,0.13982670801038904,50
90,0.06575777777777767,0.13991071134983094,50
91,0.06580769230769264,0.1399929062566671,50
92,0.0658565217391311,0.14007335041880842,50
93,0.06590430107526914,0.1401520991003349,50
94,0.06595106382978749,0.14022920526725313,50
95,0.06599684210526377,0.14030471970551595,50
96,0.06604166666666686,0.1403786911318618,50
97,0.06608556701030906,0.14045116629796442,50
98,0.06612857142857202,0.14052219008837233,50
99,0.06617070707070738,0.14059180561265266,50
100,0.06621200000000009,0.14066005429214576,50
101,0.06627623762376217,0.14072153424106856,50
102,0.06633921568627493,0.14078185256631895,50
103,0.0664009708737867,0.14084104178216844,50
104,0.06646346153846189,0.14089834751035807,50
105,0.06652476190476186,0.14095460084467898,50
106,0.06658490566037735,0.14100983042737095,50
107,0.06664392523364498,0.14106406387393963,50
108,0.0667018518518519,0.14111732781859357,50
109,0.06676422018348674,0.14117080984913125,50
110,0.0668272727272727,0.14122306542533883,50
111,0.06689099099099102,0.1412739306350956,50
112,0.06695357142857147,0.14132392850142625,50
113,0.0670150442477879,0.1413730809312939,50
114,0.06707543859649114,0.14142140910341502,50
115,0.06713999999999999,0.14146790405796658,50
116,0.067206896551724,0.14151280471711974,50
117,0.06728632478632485,0.14155427174963597,50
118,0.06736440677966136,0.14159512867194543,50
119,0.06744117647058857,0.1416353884695497,50
120,0.0675166666666665,0.1416750637767463,50
121,0.06759090909090944,0.14171416688769792,50
122,0.06766393442622977,0.14175270976713106,50
123,0.06773577235772371,0.1417907040606727,50
124,0.06781129032258079,0.14182714853992504,50
125,0.06788720000000012,0.1418634681806594,50
126,0.06796190476190482,0.14189928983738093,50
127,0.06803700787401581,0.14193430640329505,50
128,0.06811093750000019,0.14196884880252195,50
129,0.06818527131783014,0.14200227292091122,50
130,0.06825846153846137,0.14203525346003318,50
131,0.068330534351145,0.14206779892517177,50
132,0.06840151515151575,0.14209991761495544,50
133,0.06847142857142942,0.1421316176271753,50
134,0.06854776119402949,0.14216158375754864,50
135,0.06862296296296258,0.14219117998064126,50
136,0.06869852941176446,0.14221984659920336,50
137,0.0687744525547447,0.14224854361317224,50
138,0.06885072463768183,0.14227716759345682,50
139,0.06892733812949609,0.1423051619716695,50
140,0.06900285714285787,0.14233282569200661,50
141,0.06907730496453894,0.14236016428729661,50
142,0.0691507042253523,0.14238718317756482,50
143,0.06922447552447601,0.14241339474543555,50
144,0.06929722222222211,0.14243930339773303,50
145,0.06936896551724203,0.14246491411311693,50
146,0.06943972602739784,0.1424902317697348,50
147,0.06950952380952394,0.14251526114739843,50
148,0.06957972972972967,0.14253948775605665,50
149,0.06964899328859034,0.1425634430015213,50
150,0.06971733333333376,0.14258713121529792,50
151,0.06978609271523262,0.1426100907839647,50
152,0.06985394736842153,0.1426327985233789,50
153,0.06992091503268022,0.14265525836873583,50
154,0.06998831168831167,0.14267723756743522,50
155,0.07005483870967744,0.14269898026978176,50
156,0.07012051282051274,0.1427204901027192,50
157,0.07018662420382135,0.14274152502634424,50
158,0.07025189873417766,0.14276233863549245,50
159,0.07031635220125779,0.1427829342439565,50
160,0.0703812499999998,0.14280358050005343,50
161,0.07044534161490666,0.14282401289746804,50
162,0.07050864197530807,0.14284423459438328,50
163,0.07057116564417214,0.14286424869145098,50
164,0.07063292682926843,0.14288405823293165,50
165,0.07069393939394011,0.14290366620780987,50
166,0.07075421686746979,0.14292307555089692,50
167,0.0708137724550899,0.1429422891439097,50
168,0.07087261904761903,0.1429613098165333,50
169,0.0709307692307685,0.1429801403474643,50
170,0.07098823529411781,0.14299878346543268,50
171,0.0710450292397664,0.1430172418502089,50
172,0.0711069767441861,0.1430348682781173,50
173,0.07116820809248572,0.14305234882596995,50
174,0.07122873563218363,0.14306968499577377,50
175,0.0712885714285715,0.14308687827864205,50
176,0.07134772727272712,0.14310393015443443,50
177,0.07140734463276907,0.14312096889614678,50
178,0.07146629213483202,0.14313786747241403,50
179,0.07152569832402228,0.1431544746151379,50
180,0.07158444444444456,0.1431709468966152,50
181,0.07164254143646445,0.14318728571676415,50
182,0.07169999999999994,0.14320349246331637,50
183,0.07175683060109293,0.1432195685116395,50
184,0.071813043478261,0.14323551522457875,50
185,0.07186864864864852,0.14325133395232054,50
186,0.07192365591397866,0.1432670260322807,50
187,0.07197807486631007,0.14328259278900154,50
188,0.07203191489361743,0.14329803553407533,50
189,0.07208518518518481,0.14331335556607913,50
190,0.07213789473684272,0.14332855417052395,50
191,0.0721900523560204,0.14334363261982289,50
192,0.0722416666666664,0.1433585921732661,50
193,0.07229274611398978,0.1433734340770106,50
194,0.07234329896907177,0.14338815956408252,50
195,0.07239333333333327,0.1434027698543886,50
196,0.07244285714285738,0.1434172661547354,50
197,0.072491878172589,0.14343164965886185,50
198,0.07254141414141464,0.14345276354411696,50
199,0.07261356783919545,0.14363027934083802,50
200,0.07268500000000003,0.1438060635128477,50
